2023-09-21 20:09:14.667 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2023-09-21 20:09:14.790 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-09-21 20:09:14.791 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-09-21 20:10:44.435 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@67337ffb, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@179893df, org.springframework.security.web.context.SecurityContextPersistenceFilter@13f7aa66, org.springframework.security.web.header.HeaderWriterFilter@25a336e8, org.springframework.security.web.authentication.logout.LogoutFilter@4d3438b0, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@b2e3796, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@145d2506, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@51b09af8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@237b1ad3, org.springframework.security.web.session.SessionManagementFilter@1954c905, org.springframework.security.web.access.ExceptionTranslationFilter@1a474c79, org.springframework.security.web.access.intercept.AuthorizationFilter@6f65433]
2023-09-21 20:10:44.457 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-09-21 20:10:44.634 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-09-21 20:10:44.644 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-09-21 20:10:44.647 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-09-21 20:10:44.651 [restartedMain] INFO  c.p.pdt_sales.PdtSalesApplication - Started PdtSalesApplication in 90.444 seconds (JVM running for 608.367)
2023-09-21 20:10:44.653 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2023-09-21 20:13:42.823 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-09-21 20:13:42.823 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2023-09-21 20:13:42.833 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
